,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
578,The Cog is Dead,The Inventor's Daughter (Remastered 2020),0thMY62ynu6xuiiyOuDHrI,7,0.649,0.879,9,-5.61,1,0.0509,0.339,3e-05,0.187,0.888,122.075,151380,4
579,Sir Chloe,Michelle,48rZVgAGm0OlbbxjikCpqm,74,0.366,0.439,4,-5.238,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,214088,3
580,Workout Music ,Circles (Remix),6icA7L3zrvdEzshYy3lFkg,13,0.676,0.644,0,-6.177,1,0.0899,0.000211,0.00992,0.0651,0.831,127.973,255000,4
581,Chris Stapleton,Starting Over,3K07bGe8iljQ3mOKArHLDo,70,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4
582,Buterfornix,2020 Best Year Ever,2YNz2Xa7WyVhQsL2zvs1nQ,9,0.795,0.733,1,-6.572,1,0.0407,0.00506,0.791,0.342,0.784,104.128,83021,4
583,Russ,BEST ON EARTH (feat. BIA) - Bonus,0xKBkLcF71uUQeTA7FSu4A,71,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006,160720,4
584,RandomBeats,Year In Gaming 2020,4IBRml6kr1Hz7Y6pewiA7T,5,0.705,0.707,9,-9.757,1,0.365,0.629,0.0,0.0548,0.676,108.121,213000,4
585,Penelope Scott,Lotta True Crime,6Dqs6JddZc16yl27MDzIWY,72,0.51,0.412,8,-14.459,1,0.217,0.322,0.0709,0.106,0.415,159.293,202320,4
586,Sleepy Fish,Witch Hat,5IMRQMYucConMGcTogk5OC,11,0.585,0.33,1,-13.605,1,0.0409,0.072,0.817,0.0875,0.571,82.019,150523,4
587,Sleepy Hallow,Molly,3m49rgJQUz5GU07RWjf5SH,72,0.812,0.385,10,-9.676,0,0.416,0.787,0.0,0.103,0.742,133.993,164562,4
588,Ezzy,ny90,6Ynt8deU59F0BcJliiOY3H,11,0.744,0.335,6,-9.487,0,0.166,0.762,0.444,0.104,0.229,87.858,133000,4
589,Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I,71,0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146,176650,4
590,Leavv,Aqueduct,1tPwtEZicYljOlAgnqT07U,11,0.668,0.0649,7,-16.613,1,0.0503,0.658,0.88,0.0999,0.254,80.017,175500,4
591,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),2Z8yfpFX0ZMavHkcIeHiO1,80,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,4
592,The Field Tapes,Cloud Carpets,4VDi31bfTUzqP42vrdWlT6,10,0.696,0.267,4,-13.211,1,0.113,0.404,0.591,0.0949,0.329,81.047,149479,4
593,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,74,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,4
594,Sleepy Fish,Fireplace,3uPkidnkvuQS8yI6Hz2zKo,9,0.75,0.246,3,-12.363,1,0.0649,0.912,0.956,0.09,0.317,68.087,158833,4
595,Lauv,i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,77,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,4
596,Ward Wills,Can’t Find the Words,2ufeC6yV0q32xfrqkTQGE3,10,0.741,0.173,4,-15.745,1,0.19,0.724,0.873,0.236,0.393,76.122,192632,4
597,Wilbur Soot,Jubilee Line,0F3kMN9OPXr0b5metJq2M1,72,0.412,0.254,2,-14.713,1,0.0481,0.967,0.00408,0.105,0.217,149.899,186309,4
598,Addiktio,Anthem for the year 2020,0oPmmH2sgyCQ2K31lXWQs6,13,0.29,0.808,1,-7.303,1,0.0648,1.69e-05,0.483,0.0381,0.251,92.116,297894,3
599,Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),6wXgnhpmOPEJ7cUweSyy2B,72,0.73,0.792,6,-5.33,0,0.13,0.0264,0.0,0.101,0.745,99.039,170158,4
600,3LAU,Tokyo (feat. XIRA) - Seven Lions Remix (Mixed),0ZBhzomDdpniChHMS0AbzW,10,0.376,0.951,5,-4.215,1,0.0734,0.00156,2.97e-05,0.48,0.216,73.821,182857,4
601,Sleepy Hallow,Deep End Freestyle,2AlYncTpVHKwHb55F9lF6O,73,0.868,0.479,4,-6.687,0,0.445,0.703,0.0,0.102,0.776,133.928,115200,4
602,Disclosure,You & Me - Flume Remix,2ecVNoRLcktZ3VIYsan9Pw,18,0.591,0.479,10,-6.732,0,0.0324,0.24,1.95e-06,0.613,0.412,74.661,77627,4
603,Jay Wheeler,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,82,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4
604,Claire Rosinkranz,Backyard Boy,04F42oEuKrRComYJfJuyVR,74,0.817,0.635,5,-7.246,1,0.163,0.323,0.0,0.0738,0.454,138.015,129241,4
605,Johann Strauss I,"Radetzky-Marsch, Op. 228",2TPiVQ1dcV5DWloRkyQCng,20,0.53,0.726,9,-14.734,1,0.194,0.893,0.945,0.904,0.191,97.93,235332,4
606,Water Sound Natural White Noise,Deep Sleep Recovery Noise,5pGBDKBaR63vuJ4g8ialcU,73,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,63000,0
607,Max Off Melrose,Worst Year of My Life (2020),14QFphap5FUEvbp6kaPG6Z,7,0.744,0.419,10,-11.404,1,0.0492,0.191,0.0,0.0722,0.478,126.092,118571,4
608,Stellar,Ashes,3Pj6u2KTgepyyidp5xfbHp,75,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356,4
609,Aly & Fila,Somebody Loves You (with Plumb),2inBkyRhXyvSmzq7V4HVnx,18,0.422,0.959,1,-4.39,1,0.0431,0.00379,0.0376,0.318,0.245,140.018,250286,4
610,Black Eyed Peas,GIRL LIKE ME,1zLBsSVxETQOfINOLYvT5m,83,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523,4
611,Nico Szabo,Raccoon,3vFsUoi4KR8k5AWlPAGIj2,19,0.795,0.856,7,-9.09,1,0.038,0.00488,0.934,0.0631,0.0544,122.005,495738,4
612,Masego,Mystery Lady (feat. Don Toliver),2Ee9amLUslOwgoJWZEpSSD,74,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006,228453,4
613,Ryuji Imaichi,Catch my Light,5O1PunXKzWDDoXbc0jAi7M,14,0.665,0.877,1,-3.369,1,0.038,0.0435,7.26e-06,0.0602,0.643,110.984,220627,4
614,Bad Bunny,Una Vez,5J7teKIJGtqVypgYI6sqXj,77,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4
615,Gym Workout DJ Team,"Turn Me On (Dr. Love) - 132 Bpm, 32 Count Pro Edition",5JBNaA1vLL1r2BLU8mIx61,24,0.635,0.942,1,-5.689,1,0.0324,0.000283,0.737,0.11,0.433,131.978,198164,4
616,Miley Cyrus,Plastic Hearts,6qCsKKS7Ol63SJW3LOIX5R,74,0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,205733,4
617,015B,Just 5 Minutes (Feat. Fil),4vvDt5t8zHTn4RSYuQFEbt,12,0.583,0.625,4,-3.623,1,0.0426,0.493,0.0,0.234,0.136,80.017,250686,4
618,Summer Walker,White Tee (with NO1-NOAH),5m0eMnsWwzgGsUxe1mhFYR,74,0.791,0.366,1,-8.337,1,0.0966,0.744,7.24e-06,0.106,0.335,124.878,211373,4
619,015B,My Curiosity (Feat. Shin Youme),1kfeJjEJ7sByOxIJDWAFY6,12,0.589,0.729,10,-4.947,1,0.0566,0.0531,5.46e-05,0.21,0.335,79.964,198240,4
620,Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,71,0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,236704,4
621,Sleepy Fish,Bookshelves,38hvo3wyY1hUFttrzxFqQg,9,0.67,0.153,4,-13.359,1,0.0907,0.864,0.393,0.0885,0.477,68.181,127877,4
622,Polo G,Be Something (feat. Lil Baby),65jw6GhwQW3Db55PxlPEpS,70,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,194118,4
623,Philanthrope,Ocean Patio,3qJCPsmuewuWF2jkOqKOEY,9,0.744,0.117,1,-14.29,1,0.134,0.296,0.814,0.0764,0.454,84.991,150087,4
624,Polo G,Epidemic,170DNUSnQRp1tGpppF26pA,72,0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929,177273,4
625,Middle School,Casual,6TCjDj58R7IG3N4ahkeqEa,9,0.698,0.292,5,-15.394,1,0.0318,0.496,0.865,0.0864,0.0939,104.992,174597,4
626,Miley Cyrus,Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,80,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
627,Aviino,Such Great Heights,6iad6srF2PJ2rQkxTYHW8V,9,0.232,0.0974,6,-24.484,1,0.0335,0.975,0.876,0.12,0.15,79.914,207197,4
628,G Mills,Harvest,2Qe9Hpwda5pbWAZGg6dMOe,10,0.6,0.316,8,-10.502,0,0.0496,0.176,0.921,0.1,0.51,80.066,120457,4
629,Niko Moon,GOOD TIME,2vWFVrnWCKbuG46aG9fXrD,68,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,214720,4
630,Above & Beyond,Blue Monday,4SI1yGSThNxNsX9cQjbUjH,16,0.649,0.893,7,-5.641,1,0.0349,0.00441,0.42,0.252,0.372,130.034,252920,4
631,Morgan Wallen,Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,68,0.621,0.754,7,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,239120,4
632,Jorn Van Deynhoven,Waiting On The Other Side - Club Mix,1HiN5p9QcqTTFrWE2RouOp,16,0.456,0.995,0,-3.304,0,0.0574,0.00336,0.0192,0.36,0.0967,135.949,233824,4
633,Serena Isioma,Sensitive,0oHEteATZnAZuA9dl1dXF3,71,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4
634,Gareth Emery,Yesterday,3l8q87pQxV4YT4fm8LIqsh,14,0.512,0.697,0,-4.352,0,0.0427,0.282,0.000108,0.206,0.296,129.893,199500,4
635,Bad Bunny,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,78,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430,4
636,Gareth Emery,You'll Be OK,6QfcL5rVYc0RqQ3UZX69kD,18,0.492,0.51,0,-12.341,1,0.0348,0.0121,0.00108,0.145,0.14,135.056,211583,4
637,Sheff G,Weight On Me,6A4hgJdwriera4WSUl4moW,72,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,157619,4
638,Le Youth,Arizona - Mixed,1PwIlfKMn82TVbWMO67kqh,11,0.673,0.658,10,-10.086,0,0.0343,0.02,0.73,0.158,0.314,122.027,345718,4
639,Oliver Tree,Hurt,6Ph8QwsRfZunN5e1GGBIqa,72,0.563,0.784,0,-5.875,1,0.0402,0.0173,0.0,0.467,0.424,93.992,145147,4
640,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),56fmyw26sr2W5BfqbvtNmi,28,0.721,0.687,0,-5.189,1,0.0554,0.00957,0.0041,0.0462,0.619,128.013,373547,4
641,Halsey,Without Me,6FZDfxM3a3UCqtzo5pxSLZ,77,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
642,Ryuji Imaichi,Sweet Therapy,0AP7f7AywcmF8kj3Z33VFK,13,0.509,0.644,2,-7.229,1,0.0659,0.268,0.0,0.133,0.637,140.032,253600,4
643,Bee Gees,Stayin Alive,5ubvP9oKmxLUVq506fgLhk,77,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4
644,Ryuji Imaichi,Diamond Dance,0bWmIbmXb5U1hHFYpbcKPR,13,0.604,0.567,5,-5.504,0,0.0473,0.121,0.0,0.0822,0.426,149.916,237600,4
645,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0ZLuW8uOXdFNWcI40C0OC2,72,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
646,Ryuji Imaichi,Over The Night,0TWr89zyxZ58jeG7VNK7pV,13,0.711,0.923,0,-2.292,1,0.0969,0.0365,0.0,0.196,0.892,125.065,239267,4
647,Joyner Lucas,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,72,0.884,0.936,1,-3.931,1,0.167,0.206,0.0,0.262,0.758,120.004,236501,4
648,Junko Yagami,ジョハナスバーグ - 2020 Remaster,2I6TAltIDOgjN22xBiJ0R6,7,0.849,0.38,9,-12.502,0,0.0983,0.229,0.00133,0.121,0.855,120.305,313973,4
649,FLETCHER,Bitter,5Z0AM9HW78XIyZqF2BPasr,72,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,194750,4
650,DSF,Take a Ride,5aeguwqH38xxYIFVBsucRm,14,0.687,0.921,1,-7.303,1,0.0476,0.00954,0.893,0.0909,0.439,120.01,593000,4
651,Tyla Yaweh,Tommy Lee (feat. Post Malone),5QZKcQDp0tCcvMdyqEciBV,73,0.457,0.621,10,-5.923,1,0.138,0.218,0.0,0.0944,0.634,85.359,224638,3
652,Hard Men Working Hard,Chinavirus,4t6vVyRYAxwBsbCPnGGaT1,7,0.805,0.748,4,-8.831,0,0.239,0.0556,2.65e-06,0.107,0.323,120.021,420000,4
653,Oliver Tree,Alien Boy,3BIIJgBJJ7NhhCv4MI6n7w,72,0.792,0.576,1,-7.046,1,0.132,0.0597,0.0,0.186,0.52,130.135,164313,4
654,The Cog is Dead,Aimee (Remastered 2020),7lfvWwze1qNob7gpV7q5Rl,7,0.552,0.657,10,-4.72,1,0.0333,0.594,1.21e-05,0.682,0.144,112.084,203886,4
655,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,71,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
656,Demi Lovato,Confident,2mIQS4pg1NCHmwaouMPokL,11,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205747,4
657,Keith Urban,One Too Many,5NUXE8W12lWcUXgJRCjeEw,73,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,4
658,The Cog is Dead,Mechanical Menagerie (Remastered 2020),28z0GIPDseYWLdwp6wKOJ6,8,0.399,0.765,9,-6.107,1,0.106,0.025,0.0,0.335,0.533,139.896,161855,4
659,Lil Tecca,Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx,72,0.732,0.636,7,-6.162,0,0.0497,0.0847,0.0,0.241,0.358,138.061,153627,4
660,The Cog is Dead,Time Machine (Remastered 2020),6uw6qpBqrHrr6C7hLmK2yL,7,0.416,0.449,9,-5.883,1,0.0271,0.526,0.0,0.106,0.211,169.974,215014,4
661,Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,76,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4
662,Junko Yagami,哀愁パラダイス - 2020 Remaster,3OktwSmw5kFGDI4fC1z5hw,9,0.644,0.788,4,-7.35,0,0.0373,0.0365,0.000212,0.321,0.839,120.182,237560,4
663,Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,75,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160,4
664,Goldie,Inner City Life - 2020 Remaster,1Nlstdx5q4GVUyaQqHYvqh,11,0.384,0.889,7,-6.548,1,0.0936,0.00226,0.425,0.0728,0.112,154.886,422183,4
665,BTS,ON,2QyuXBcV1LJ2rq01KhreMF,78,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,246381,4
666,Ash,Girl from Mars - 2020 - Remaster,0xa3MnHMDD12gzZwdylcOY,15,0.168,0.746,9,-5.043,1,0.0443,0.00959,0.0,0.176,0.539,78.461,208480,4
667,Lil Uzi Vert,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,70,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61e-06,0.102,0.763,140.007,219340,4
668,Eluphant,1 YEAR,1tYUQ0JVjdxcJ1xF8n2eRf,10,0.811,0.585,1,-4.64,1,0.191,0.169,1.3e-05,0.0651,0.813,148.051,236187,4
669,King Von,The Code (feat. Polo G),5NOUjBikzECEJyZMTxtErD,69,0.831,0.62,6,-8.397,0,0.338,0.0582,0.0,0.119,0.568,133.17,202413,4
670,Christy Moore,The Cliffs Of Dooneen - Remastered 2020,1corzQOwIO9BLGttbDvJNd,13,0.404,0.385,2,-6.501,1,0.0299,0.566,0.0,0.367,0.292,109.936,180773,3
671,Nicki Minaj,Yikes,75dLEqanQTupF3dtP9exT5,71,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,156882,4
672,Jacob Lizotte,First Strike,4VlWDHri8FFZEIi79khfmm,8,0.49,0.852,8,-9.134,1,0.03,0.0312,0.692,0.148,0.493,135.995,257441,4
673,Tiera,Found It in You,0t0ODvxpVPS2dcGGTgsnq9,68,0.392,0.785,5,-5.815,0,0.0646,0.128,0.0,0.0814,0.585,79.45,194766,4
674,Workout Music ,Shallow (Remix),7tURpAVMj5qglZb3nJOx4a,13,0.583,0.864,7,-5.376,1,0.035,0.0853,0.178,0.0843,0.954,127.978,270000,4
675,City Girls,Pussy Talk,5EzL7hGT9g2Tvqsy158Lu9,70,0.943,0.641,1,-5.598,1,0.191,0.0016,0.0,0.211,0.242,99.099,218333,4
676,Jacob Lizotte,Bloodletter,2jpFIxIB7xgoXSlaFZ5nZS,6,0.452,0.871,1,-9.201,0,0.11,4.73e-05,0.617,0.0531,0.094,124.979,194469,4
677,Marshmello,OK Not To Be OK,0zzVTGyRrWpQu8Fr28NRAv,77,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,4
678,The Cog is Dead,A Letter to Michelle (Remastered 2020),1BrqAzQfvlyivjKXKuQ6Di,7,0.501,0.57,0,-7.089,1,0.0278,0.394,0.0,0.37,0.119,140.008,335386,4
679,Bad Bunny,ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,76,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187,4
680,The Cog is Dead,Steam Powered Stories (Intro) [Remastered 2020],2x2jSphQIWjjnXlqVM3a8E,7,0.319,0.837,0,-4.025,1,0.406,0.0829,1.75e-06,0.341,0.523,73.049,94720,4
681,Lil Baby,Errbody,6eVxH9Kyanzrw636zJRPcw,69,0.887,0.606,2,-6.572,1,0.324,0.000407,0.0,0.151,0.272,139.995,210699,4
682,The Cog is Dead,I Want Only You (Remastered 2020),0ba5HE0lAXUHIwb8ETK1aG,7,0.641,0.758,0,-4.734,1,0.0243,0.0437,0.0,0.0852,0.92,93.054,190981,4
683,Forest Blakk,If You Love Her,727Z2S2mtNH46CbP9EWPwY,75,0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827,217352,4
684,Junko Yagami,カシミヤのほほえみ - 2020 Remaster,4xFNjuGmscB1pmnCol3uYm,9,0.804,0.837,2,-8.499,0,0.0359,0.269,0.0216,0.093,0.973,131.393,271427,4
685,Mirah,Words Cannot Describe - 2020 Version,3JUq8M5st11QCnotAKuZSO,4,0.683,0.264,8,-14.061,1,0.118,0.828,1.7e-06,0.11,0.834,133.671,123941,3
686,All Time Low,Monsters (feat. Demi Lovato and blackbear),50DMJJpAeQv4fIpxZvQz2e,72,0.51,0.787,0,-3.712,0,0.0529,0.0137,0.0,0.368,0.793,162.092,174425,4
687,The Cog is Dead,Let Me Be Your Man (Remastered 2020),3XXdUoZgGdizG5AtHdRMbJ,8,0.766,0.94,2,-2.676,1,0.124,0.14,0.0,0.0554,0.968,129.998,107990,4
688,Cool Vibes Jazz,New Year New You,3pgKqCax6v7KPkz1kGgFCR,7,0.719,0.0818,3,-25.586,1,0.0439,0.79,0.796,0.11,0.432,80.093,75006,4
689,Quinn XCII,Stay Next To Me (with Chelsea Cutler),6SGG5AxHShqSYiV9fCWpZz,71,0.581,0.584,2,-4.928,1,0.284,0.0805,0.0,0.366,0.756,179.954,206046,4
690,Andrew Gold,Thank You for Being a Friend - 2020 Remaster,3ZIWRuFkRSkGuelVCI6ETh,7,0.706,0.614,3,-11.157,1,0.0313,0.298,0.0,0.109,0.812,111.954,282453,4
691,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,74,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,202795,4
692,Paul Carrack,"Love Will Keep Us Alive - Live at Shepherd's Bush Empire, London, 2000",3KZKjiWEbAkQBxmnIu4fjr,10,0.546,0.366,7,-10.462,1,0.0247,0.177,0.0,0.699,0.169,94.158,274819,4
693,$NOT,Mean,3PXi72ZtSqx1PZc40KS0Qj,71,0.844,0.72,1,-7.418,0,0.3,0.169,0.0,0.0797,0.631,99.917,125853,4
694,RDJR,Did Not Make Stems (Outro 2020) [Bonus Track],2ybue2BF8zfxkdcgHtWwfv,8,0.451,0.328,9,-15.992,0,0.0521,0.57,0.939,0.0949,0.248,138.982,123160,4
695,Luke Bryan,Down To One,6QpZSfLid1YZ6c01BvB5jH,68,0.62,0.776,8,-4.109,1,0.0365,0.358,4.31e-05,0.11,0.551,93.963,221633,4
696,KYUHYUN,One Night Is A Thousand Years,1ORkTKR9hbUVidPsCdm5Gu,16,0.21,0.398,5,-8.028,1,0.0339,0.796,9.01e-06,0.108,0.361,85.273,126101,4
697,Manuel Turizo,La Nota,7ndTONDDRFGiPnnhOzOXxq,81,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,216107,4
698,Titobeats,Happy New Year 2021 - Instrumental,05l9VYIDq7lYaAw6HxQBVl,3,0.862,0.541,6,-7.846,1,0.263,0.0674,0.708,0.0852,0.802,141.089,190668,4
699,Juice WRLD,Can't Die,4PPLJAEYBSOcnzr9TZoqf9,71,0.652,0.671,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.274,84.008,182922,4
700,Junko Yagami,1984 (西暦2000年に向けて) - 2020 Remaster,3GnDDvivatntizhcqq8Kvk,9,0.753,0.569,8,-9.864,1,0.0711,0.0949,0.000105,0.0764,0.954,155.416,321333,4
701,Miley Cyrus,Angels Like You,1daDRI9ahBonbWD8YcxOIB,78,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4
702,Above & Beyond,Reverie - Above & Beyond Club Mix,1gULRv2VeyJJ0PRXoaydW6,16,0.453,0.756,6,-7.753,1,0.0472,0.00742,0.0648,0.0555,0.0557,127.899,232272,4
703,iann dior,Pretty Girls,3fKdTr6Uv8HTb92Ih3QWxa,70,0.732,0.511,6,-6.779,1,0.0541,0.276,0.0,0.0916,0.62,96.946,133608,4
704,BT,No Warning Lights - ALPHA 9 Remix,6dVe4RYbaYKMULbWoJgWjZ,16,0.574,0.83,7,-6.208,1,0.0469,0.0078,0.813,0.141,0.274,127.073,234331,4
705,BTS,Telepathy,2FVpOsjT1iquZ3SpCjZ9Ne,79,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,202313,4
706,Nicholas Gunn,Fallen - Richard Durand Remix,0rXvd2JAkXMDJlyDU3MPl2,13,0.505,0.897,8,-7.191,1,0.0411,0.0252,0.65,0.12,0.0395,137.97,201342,4
707,H.E.R.,Damage,0KS2h61pHQ4WmOwruD7uxD,69,0.646,0.696,1,-6.505,1,0.065,0.113,0.0,0.115,0.18,81.336,223415,4
708,015B,#BNTK (Feat. Wyne),2oLFBNpubTwiWRIf8WArne,10,0.638,0.706,7,-5.048,1,0.0357,0.0822,0.0,0.0706,0.558,125.968,277107,4
709,ROLE MODEL,blind,0NuWgxEp51CutD2pJoF4OM,71,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
710,015B,Seven Breeze (Feat. Ldy),3cuXuOoMxQb6CPPOxQoVBL,9,0.63,0.779,2,-4.271,1,0.0526,0.5,0.0,0.102,0.335,114.024,220693,4
711,jetsonmade,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,71,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302,4
712,Ryuji Imaichi,ONE DAY,1I7KerGbIP6hqciSs2LyZq,12,0.616,0.522,3,-4.467,1,0.0375,0.591,0.0,0.126,0.464,109.777,273800,3
713,Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,71,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
714,Middle School,Canary Forest,4eA8gVCly3GDGKfAnQsoBM,9,0.761,0.082,7,-15.467,0,0.0775,0.229,0.822,0.224,0.503,84.022,137154,4
715,NAV,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,71,0.893,0.618,7,-4.425,0,0.112,0.0827,0.0,0.542,0.389,119.099,161377,4
716,chromonicci,Oceania,4tCFAMpx8eu1AYHtsf0Bun,9,0.501,0.411,6,-13.714,0,0.294,0.135,0.894,0.111,0.536,89.998,245125,4
717,John Legend,Wild (feat. Gary Clark Jr.),4rVW6XqAsSaf5vOwc8FREW,73,0.557,0.585,8,-6.201,1,0.0431,0.036,0.0,0.176,0.305,63.392,196907,4
718,ØDYSSEE,Calm,3DIlFc3fn9GBy8KhJdSQAb,9,0.636,0.63,0,-7.12,0,0.0465,0.914,0.822,0.108,0.14,145.18,135500,4
719,COIN,Crash My Car,0X5mtNbqxbiTYkwj0CQc2f,70,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5
720,Blue Wednesday,Cloud Dance,4AmUdB203yT0uHUR5R0Noh,8,0.693,0.0788,4,-23.18,0,0.0608,0.838,0.866,0.0399,0.152,88.898,178742,4
721,Ozuna,Del Mar,5cpJFiNwYyWwFLH0V6B3N8,80,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507,4
722,weird inside,Wrong Way,1YhC7OQOaiSVg4LQ14x17a,8,0.558,0.328,6,-13.461,1,0.0995,0.422,0.863,0.126,0.412,83.367,141750,4
723,The Kid LAROI,TELL ME WHY,3jlxX3VXPiY3lvBBbppQD3,71,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,195268,4
724,Philanthrope,Anemone,6fRkH2ALayG6ZNK268MlSV,9,0.737,0.281,7,-14.757,1,0.0877,0.37,0.821,0.0526,0.186,127.967,112500,4
725,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),2rFsFjq0D9JAmc0APpCO6P,71,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,4
