,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
283,Eyedress,Romantic Lover,44pBlSEASFjEdU3qEHhbFs,77,0.657,0.447,9,-9.299,0,0.087,0.701,0.924,0.198,0.537,184.315,86739,4
284,NWYR,Heart Eyes (Mixed),5yYQ0wqZ3LK63jyr60imkL,26,0.407,0.967,6,-6.82,0,0.103,0.000208,0.322,0.36,0.461,130.483,58627,4
285,Alexander 23,IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,80,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,184638,1
286,The Brothers Gillespie,Pandemic Love or the Year Without a Spring (Live in Johnson City 10/30/2020),4iw1IrgiSQ6J5UJpfQJsRD,13,0.39,0.467,9,-11.264,1,0.0355,0.000868,6.06e-05,0.34,0.277,140.986,159194,3
287,Russell Dickerson,Home Sweet,7xMFk2Vj2hALyMdzHFopJl,72,0.58,0.813,11,-5.621,1,0.0414,0.0386,1.44e-06,0.0926,0.473,120.973,205947,4
288,Pete Yorn,"Lose You - Live from the musicforthemorningafter Quarantine Livestream - July 25th, 2020",3KDiZD7brQXdKT9tWEKPxV,13,0.473,0.0424,7,-17.617,1,0.0495,0.984,0.000463,0.166,0.164,134.012,316626,4
289,Kid Cudi,Tequila Shots,30KctD1WsHKTIYczXjip5a,75,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4
290,Armin van Buuren,I Need You To Know (Mixed),17EfGz0KhnCSBccqWa2oNh,25,0.292,0.747,6,-8.51,0,0.0691,0.000411,5.19e-06,0.404,0.558,129.588,44787,4
291,Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,79,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
292,Cosmic Gate,The Launch (Mixed),6QjyYaDF4y0ZaAoSKRQWdc,26,0.406,0.957,1,-7.984,1,0.0689,0.000718,0.884,0.243,0.411,129.807,103760,4
293,Lil Durk,Still Trappin' (with King Von),43BlKpJcSrC9AsJ3F1DKg9,73,0.877,0.677,5,-4.969,0,0.356,0.0439,0.0,0.0986,0.627,144.941,172185,4
294,Mark Sixma,Never Forgotten (Mixed),6FaYJGJprxFcEfgJWKX1S2,26,0.568,0.954,10,-7.758,0,0.0748,0.00197,0.32,0.107,0.287,131.959,72813,4
295,All Time Low,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,75,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
296,Matt Fax,Could This Be (Mixed),7oTw0wgfaNouT0pgYzNpZ7,25,0.321,0.968,1,-7.993,0,0.0788,0.000208,0.633,0.306,0.182,127.17,60467,4
297,Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY,75,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
298,Ferry Corsten,Punk (Mixed) - Tom Staar Remix,4P9JXZOmZh8RENB3RGoubv,25,0.304,0.989,6,-6.873,1,0.0732,3.97e-06,0.99,0.368,0.487,132.02,45493,4
299,Vedo,You Got It,4lsHZ92XCFOQfzJFBTluk8,78,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,203145,4
300,ARTY,Who Am I (Mixed),1gVDOnfkdaPI6d6JkQUvNl,25,0.533,0.917,8,-8.368,0,0.0455,2.32e-05,0.92,0.246,0.604,132.038,41761,4
301,Dua Lipa,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,83,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
302,Markus Schulz,Sunrise Over The Bay (Mixed),5tIBKsbfJoMaYmTvszbgS7,25,0.443,0.973,6,-5.972,0,0.0464,2.23e-05,0.96,0.18,0.494,131.271,87805,4
303,Juice WRLD,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,76,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,158033,4
304,Rezident,Pure - Mixed,421ZVZqF2Ct7R5MqsJX3J8,23,0.55,0.709,8,-8.185,1,0.0415,0.0232,0.858,0.612,0.145,118.074,220575,4
305,Dierks Bentley,Gone,7IhfjcaXuXCq20ZiAA7igK,72,0.521,0.746,6,-6.173,1,0.0351,0.00985,0.0,0.0741,0.473,149.977,205960,4
306,Moon Boots,Tied Up - Kenny Dope Remix (Mixed),0yLcHTqnrU2v8l0Tx3aSTy,23,0.69,0.943,5,-5.483,0,0.0527,0.0253,0.796,0.119,0.817,123.811,428198,4
307,Ash,Clones - 2020 - Remaster,0y069jft8vt9CAIUfO9T0v,16,0.486,0.926,10,-6.014,0,0.122,8.28e-06,0.654,0.364,0.343,114.37,240413,4
308,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr,77,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,4
309,Cristoph,Big H 2020 - Mixed,45Bq5hF3GurkNB9tzpibza,20,0.629,0.919,4,-6.595,0,0.0415,0.00313,0.834,0.203,0.176,124.881,369042,4
310,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,75,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
311,Armin van Buuren,The Voice (Mixed),0avB9GZipXo1OaxKMsmWqH,26,0.516,0.977,11,-8.77,0,0.0521,0.000249,0.794,0.16,0.898,135.004,106667,3
312,Sara Kays,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,79,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4
313,Ferry Corsten,Mo Chara (Mixed),3QJmLqrZKeUShtvtxshJQZ,25,0.519,0.945,6,-4.987,0,0.0407,2.72e-06,0.736,0.0959,0.701,132.002,58180,4
314,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,80,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
315,Armin van Buuren,This I Vow (Mixed),4Qj3qPRGxbHvs1hzHMJbEh,25,0.454,0.942,1,-6.365,1,0.036,0.00053,0.917,0.329,0.598,129.282,59413,4
316,Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,80,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
317,Cosmic Gate,Your Mind (Mixed),0a0uD9J1NIr1Rjlr8m2mVR,25,0.478,0.872,6,-7.93,0,0.0566,3.82e-06,0.195,0.262,0.299,127.927,45013,4
318,Lee Brice,Memory I Don't Mess With,7BQE1P0NUalHSvFtrxasx9,72,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,180617,4
319,Protoculture,Go (Mixed),7z0qcacB2xNawgBMwilsp3,25,0.488,0.947,0,-7.697,1,0.0564,0.000364,0.989,0.313,0.207,129.98,57227,4
320,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,75,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
321,Gareth Emery,You'll Be OK (Mixed),0WPH9dl0YaSn9tDhhUxCmX,25,0.525,0.878,6,-7.919,0,0.0467,0.0113,0.885,0.445,0.545,129.304,89000,4
322,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj,75,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4
323,Lane 8,Keep On - Mixed,1zHQesc4xZZ5B1nl8G9dl5,21,0.57,0.748,0,-7.866,1,0.0382,0.0601,0.259,0.0821,0.434,122.162,282750,4
324,Riley Green,If It Wasn’t For Trucks,4QhFrBkJ3Rqx66Xs8xwH8o,72,0.435,0.811,2,-5.594,1,0.0357,0.00047,0.0,0.163,0.174,152.041,197333,4
325,Kasablanca,Alive (Mixed),38cYw4rSytP7hrS5MllyMK,25,0.582,0.922,11,-9.727,0,0.061,0.00292,0.547,0.254,0.372,127.709,37853,4
326,DaBaby,PRACTICE,4Z5FyQlevoHoa5FsIVKZju,73,0.849,0.536,1,-7.307,1,0.349,0.0239,0.0,0.126,0.308,141.964,122587,4
327,Super8 & Tab,Rooftops (Mixed) - Maarten de Jong Remix,6SF3QICKyvKLO4ap7BwahD,25,0.397,0.923,6,-6.725,0,0.036,1e-05,0.972,0.432,0.608,132.012,43641,4
328,Carly Pearce,Next Girl,4QpWhd7l2NrmGmfw4qGlpa,72,0.583,0.867,11,-4.17,1,0.0637,0.143,0.0,0.0863,0.962,160.096,164678,4
329,James Dymond,What Have I Got To Lose (Mixed),1mJX0fmQYAX9anOR8UmGjR,25,0.503,0.978,9,-7.719,0,0.0575,8.94e-05,0.768,0.323,0.5,134.995,106667,4
330,Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,74,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,204000,4
331,Roger Shah,Take Me Back (Mixed),3ewBEP0gF3Z2N0ygJBt08H,24,0.428,0.927,6,-8.07,0,0.0429,5.27e-05,0.311,0.263,0.314,135.067,106653,4
332,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,77,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,4
333,Roman Messer,Dancing In The Dark (Mixed) - Alex M.O.R.P.H. Remix,2XasfevTT8oeReTshzt4Xv,25,0.483,0.953,11,-7.255,0,0.0757,2.22e-05,0.236,0.401,0.572,134.998,85333,4
334,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,79,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4
335,Lifelike,Discopolis 2.0 (Mixed) - MEDUZA Remix,2HVK3XXyE5AvvwQ6bo0WYG,25,0.516,0.951,6,-8.106,0,0.0558,0.000127,0.0572,0.409,0.132,127.978,44987,4
336,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,75,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
337,Aly & Fila,Wasteland (with James Dymond) [Mixed],5pjLKxr5RlnLI870TzeOCy,24,0.525,0.916,4,-9.085,0,0.13,0.00198,0.00377,0.43,0.605,135.0,85378,4
338,WizKid,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,77,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4
339,Cubicolor,Wake Me Up - Tale Of Us Remix (Mixed),4wLEnzru5f9Dmgswvn47Zz,23,0.63,0.919,10,-6.825,0,0.0403,0.00449,0.701,0.0626,0.127,119.904,312184,4
340,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,74,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4
341,Kahwe,This World - Mixed,4BMhNY5LXii4VsiW2J5vKs,22,0.682,0.899,5,-6.065,0,0.042,0.00361,0.707,0.349,0.118,127.045,295514,4
342,Roddy Ricch,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,75,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
343,Ciaran McAuley,Our Journey (TFSFX Anthem) [Mixed],1mvvfNIPRree8SzeKwop8s,24,0.365,0.999,11,-8.403,1,0.0948,5.48e-05,0.308,0.459,0.401,134.299,42893,4
344,Jimmie Allen,Freedom Was A Highway,3J5jotqUAjU479WhAiNkpU,72,0.563,0.847,1,-4.493,1,0.0468,0.0891,0.0,0.121,0.666,96.06,212720,4
345,Ferry Corsten,Our Moon (Mixed),7A51eehZ4TdEpUcDI63M6H,24,0.605,0.913,6,-8.522,0,0.0614,0.000298,0.0308,0.311,0.259,128.886,44440,4
346,The Neighbourhood,Stargazing,0VF7YLIxSQKyNiFL3X6MmN,76,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,217027,4
347,Alexander Popov,Nothing Is Over (Mixed) - Roman Messer Remix,5FxAWuM1qc1MV5m1sGg26F,26,0.466,0.892,7,-8.217,1,0.414,0.000282,0.000133,0.802,0.436,135.083,85547,4
348,Tenille Arts,Somebody Like That,3hboOw4dS0aXGuP0fyyvbC,72,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,198209,4
349,Matys,Silent Waves (Mixed) - Vinny DeGeorge Remix,2tFVmk5lGliEqfULF9zPKG,24,0.47,0.988,1,-7.633,1,0.0436,1.65e-05,0.926,0.113,0.716,134.979,71107,4
350,The Weeknd,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,82,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
351,Al Stewart,On the Border - 2020 Remaster,5vK1XZzwb5gHIhbKiEbAJf,17,0.494,0.765,6,-7.807,0,0.0322,0.102,4.13e-06,0.0787,0.641,98.359,203707,4
352,Tones And I,Fly Away,5ri4zqtWhG07hIuNNDWP76,81,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,178157,4
353,certainprod.,Happy 2020,2sQZxNzaO6rlDRygPXPHw6,12,0.744,0.47,0,-15.072,0,0.0324,0.0142,0.973,0.11,0.18,105.01,128000,4
354,BTS,Filter,0ono6UCNVZ1XqOm6j78Blu,79,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221,4
355,Chinese New Year Collective,Qiu Hu Yue Yie,7MZjtQIzxaymQMTl5UGwJg,19,0.458,0.143,7,-16.425,1,0.0403,0.988,0.937,0.0684,0.295,149.943,105544,4
356,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,77,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4
357,Workout Music ,Senorita (Remix),3AhAFvMHvMcREIQ4BnMNIf,24,0.649,0.929,0,-4.904,1,0.0532,0.0179,0.0252,0.164,0.901,127.971,270013,4
358,Trey Lewis,Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,71,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,201350,4
359,Al Stewart,Lord Grenville - 2020 Remaster,5ShnluQjkMkVJ18MFpJKrf,17,0.462,0.533,9,-9.138,1,0.0288,0.0328,0.0,0.0582,0.252,136.321,304160,4
360,347aidan,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,79,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,180139,4
361,Robbie Seed,My Remedy (Mixed),6sJtKzKSvGCzjO6Ror5aPL,23,0.533,0.996,11,-8.745,0,0.0939,2.53e-05,0.119,0.596,0.238,135.071,113787,4
362,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,80,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4
363,Jase Thirlwall,Drowning (Mixed),1TXAEjWLLFR6XOsYWDAIG5,24,0.465,0.978,11,-8.329,0,0.0558,0.00122,0.921,0.308,0.759,134.98,85360,4
364,El Fantasma,Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,79,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3
365,Paul van Dyk,Awakening (Mixed),766pq0s5zRNShU2yTmnGGo,24,0.53,0.995,1,-8.082,1,0.0649,6.16e-05,0.661,0.376,0.702,135.026,70653,3
366,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,77,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
367,Nox Vahn,Come Together - Matthias Meyer Remix (Mixed),50nY3eAHPV74Nj1zyl0uzM,22,0.646,0.818,0,-7.689,1,0.0329,0.00196,0.856,0.105,0.423,120.097,391333,4
368,Juice WRLD,Life's A Mess (feat. Halsey),5wWAwzGp2OaaoIkwcz6wZs,75,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
369,Jon Gurd,Lion - Mixed,0Qrm0M5RGAdZWEiVxG7MHS,22,0.571,0.965,0,-5.083,0,0.0465,0.396,0.212,0.194,0.339,129.763,288416,4
370,Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,81,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
371,ReOrder,We Are The World (Mixed),7LELhHGoqG68qCtBy7cXYE,23,0.549,0.92,7,-8.488,1,0.0931,7.58e-05,0.52,0.72,0.551,134.977,85360,4
372,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,74,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
373,Andrew Rayel,Never Going Down (Mixed) - Richard Durand Remix,7yfj980SINhVpTBiQjOh9Y,24,0.519,0.889,0,-9.434,1,0.16,0.000242,0.0183,0.604,0.38,135.021,78667,4
374,Money Man,24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,74,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
375,Dj T.H.,Leonie (Mixed) - Beatsole Remix,58sdvF8byaqP0DZ3D6IN3M,24,0.46,0.934,0,-9.101,1,0.0906,4.7e-05,0.188,0.843,0.351,134.984,71080,4
376,Doja Cat,Freak,3aA6xB0tOilDDX17fIJ0Bl,76,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3
377,Ilan Bluestone,Hypnotized (Mixed),5ajOEE54ZCxW01j1jIsi9u,23,0.5,0.981,11,-8.093,0,0.095,0.000212,0.0272,0.608,0.517,135.002,92440,4
378,DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,1xqRKo0SDFDO5Jy8yEVD0X,75,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191209,4
379,Kidnap,Silence - Mixed,0EaUUoDOUlhGBJsHO1P8rt,21,0.532,0.788,0,-8.921,0,0.0455,0.147,0.819,0.262,0.0367,120.988,244320,4
380,Erica Banks,Buss It,25j0Sape7qZbq6ZPLFefTT,74,0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,110.003,187000,4
381,Edu Imbernon,Rinascimento - Mixed,1JJPm5FN0iHmQaW1m4rmVZ,22,0.592,0.882,0,-7.745,1,0.042,0.0662,0.742,0.118,0.0641,122.898,328008,4
382,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",2cX2coZS1PYBfPs8wgbdWE,77,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4
383,Aurosonic,Nothing Lasts (Mixed) - Progressive Mix,7IoN17iufwxAjLSMr08cpS,25,0.549,0.963,5,-4.411,1,0.056,0.00177,0.199,0.384,0.172,124.372,405987,4
384,The Kid LAROI,ALWAYS DO,3QCU8BT0zDS9LPVfEhRFEE,76,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,151705,4
385,Davey Asprey,Oblivion (Mixed),0ouOsV3aLbdVBJwcLFXEhF,23,0.409,0.994,6,-9.35,0,0.0618,0.000929,0.97,0.189,0.315,134.969,56893,4
386,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK,80,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
387,FUZZZY,Smile Year 2020 Pick up Line,2Uj2Vz9s4vcGSmiiiqWADs,13,0.756,0.131,7,-13.284,1,0.0467,0.766,0.0,0.136,0.307,79.9,179813,4
388,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,7o4gBbTM6UBLkOYPw9xMCz,75,0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966,170233,4
389,Ciaran McAuley,Daring To Love (Mixed),5xkBuxk7FmxNCkwzsGqXC6,23,0.459,0.947,11,-9.195,0,0.0484,0.000511,0.0,0.578,0.554,134.947,85333,4
390,21 Savage,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq,74,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4
391,Jorn Van Deynhoven,I Need Your Lovin' (Like The Sunshine) [Mixed],7wQDhSajsL9AqyWHDEvA1P,23,0.415,0.944,7,-9.087,1,0.0483,5.02e-05,0.773,0.242,0.793,134.986,110240,4
392,carolesdaughter,Violent,7CFfqRW50ffULvBv7lfIIg,76,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,135878,4
393,Craig Connelly,All For Love (Mixed) - Giuseppe Ottaviani Remix,09wxSxAi0WlO4z1MSQ4kmu,23,0.368,0.969,1,-8.378,1,0.0575,8.27e-05,0.157,0.335,0.555,134.965,78213,4
394,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,78,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4
395,Nymano,Sleepover,6eW9jhRDg1EcCQNQYJ2fFf,14,0.687,0.217,8,-9.565,0,0.0629,0.444,0.81,0.16,0.633,168.09,105875,4
396,Rod Wave,Rags2Riches 2 (feat. Lil Baby),0qJeyYAgv6UpvewUxRXAhb,72,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,235988,4
397,Red Baron,2020,0V5DS5CRJ4jR6kDRuXzsIJ,15,0.755,0.326,10,-18.824,0,0.0369,0.144,0.882,0.137,0.826,130.005,66500,4
398,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,73,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,171827,4
399,Armin van Buuren,A State Of Trance Year Mix 2020 (Mixed) - Road To 1000 - Outro,20SVXjKX2ieAWba04Y1ogp,17,0.33,0.728,0,-13.091,0,0.379,0.0514,0.0,0.68,0.258,73.378,61240,5
400,Yung Gravy,oops!,7L6G0wpIUiPXuvoo7qhb06,73,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,139760,4
401,Ben Böhmer,Phases - Mixed,71XJL5aSkOkRZYuORRfOcp,21,0.691,0.713,11,-9.187,0,0.196,0.0416,0.825,0.295,0.105,124.04,247500,4
402,Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,81,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4
403,Factor B,Bravo (Mixed),0KotSXVYLp98BWAEiWooSi,23,0.571,0.993,9,-8.446,0,0.0662,4.31e-05,0.99,0.327,0.453,134.997,42667,3
404,Morgan Wallen,Somebody’s Problem,0SErdEdRcVX1uJCf1eTGYH,71,0.657,0.54,5,-7.675,1,0.0287,0.662,0.0,0.123,0.625,136.97,161773,4
405,Alessandra Roncone,What Makes You Feel Alive (Mixed),4QtlPS8UuKkBaATUVVn15a,23,0.372,0.99,9,-8.471,1,0.0623,9.47e-06,0.847,0.336,0.654,136.97,56053,4
406,Grupo Firme,El Tóxico,7E9GeFGfjXw9LAI4ay6rsw,79,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,4
407,Giuseppe Ottaviani,I Believe (Mixed),3aVHcynJPIdHMWdpOCd1a7,22,0.471,0.951,11,-8.442,0,0.0535,1.61e-05,0.0119,0.382,0.397,135.997,70573,4
408,Juice WRLD,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,75,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
409,The Cog is Dead,The Death of the Cog (Remastered 2020),5COePbRqAjwS4DPcdEoWEy,13,0.333,0.561,0,-6.514,0,0.0335,0.25,0.0,0.134,0.626,172.193,158250,3
410,Bad Bunny,La Difícil,6NfrH0ANGmgBXyxgV2PeXt,79,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084,4
411,Christy Moore,The Crack Was Ninety In The Isle Of Man - Live In Dublin / Remastered 2020,5FkE6MOLqzsg02nSw6N8PR,27,0.644,0.637,7,-8.768,1,0.0523,0.768,0.0,0.756,0.695,108.418,185653,4
412,Jason Derulo,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,83,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
413,Ashley Wallbridge,Still Alive (Mixed),3DCkBByBVmERY3u26Ewy85,21,0.438,0.976,1,-9.861,1,0.0749,1.42e-05,0.423,0.566,0.604,137.954,83453,4
414,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,73,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4
415,Aly & Fila,Somebody Loves You (Mixed),3X0Z0bewbCs8FYry04379l,22,0.45,0.967,1,-9.194,1,0.0525,4.77e-05,0.731,0.444,0.768,139.994,82280,4
416,Jhené Aiko,B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,72,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
417,Craig Connelly,Time Machine (Mixed),0MbIwfFvlLpK2yW6w3kmbd,22,0.508,0.887,4,-8.721,0,0.137,0.00441,0.987,0.127,0.648,135.215,49676,4
418,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H,71,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
419,Elevven,One Last Time (Mixed) - Roman Messer Remix,2MwIeH57FmdRIoyxBczng0,22,0.462,0.993,6,-7.387,1,0.0632,9.53e-06,0.911,0.272,0.614,136.015,98827,4
420,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o,79,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
421,Andrew Rayel,Stars Collide (Mixed),5EIfMp3WDoGn5SL8fF8NUF,22,0.533,0.888,11,-9.885,0,0.0755,2.42e-05,0.00492,0.172,0.317,135.99,98813,4
422,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,74,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
423,Philippe El Sisi,The Phoenix (FSOE 650 Anthem) [Mixed],44RvSbN0KsreQP41JTnTda,23,0.466,0.983,7,-8.285,1,0.0586,3.04e-05,0.922,0.141,0.719,136.996,56053,4
424,Eve,Kaikai Kitan,6y4GYuZszeXNOXuBFsJlos,79,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4
425,Armin van Buuren,A State Of Trance (ASOT 1012) - ASOT Yearmix 2020 Vinyl,2spPLfhb8c7rPxz28IdeXR,16,0.642,0.749,6,-7.06,0,0.289,0.0299,0.0,0.254,0.561,81.862,34750,1
426,Jhené Aiko,Back to the Streets (feat. Jhené Aiko),3MEruRteiUZXkStfTlZqRn,73,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496,4
427,Al Stewart,Broadway Hotel - 2020 Remaster,3mOoYmxYgtfuMxbcwFNq2Y,14,0.358,0.539,6,-8.334,0,0.0695,0.357,0.0,0.31,0.567,164.847,239453,3
428,Cam,Till There's Nothing Left,6rIIhxmidzI07z1kgiOqY8,71,0.577,0.634,2,-6.905,1,0.0365,0.00339,0.000332,0.209,0.335,75.752,195515,4
